Index,Movie,Reco
3083,The Limey,"['Sex, Lies, and Videotape', 'The Good German', 'Out of Sight', ""Ocean's Thirteen"", 'Traffic', 'The Informant!']"
3084,Crash,"['Crouching Tiger, Hidden Dragon', ""Pan's Labyrinth"", 'Serenity', 'Children of Men', 'Kill Bill: Vol. 2', 'Amélie']"
3085,The House of Mirth,"['Race', 'Little White Lies', 'The Express', 'Silverado', 'The Good, the Bad, the Weird', 'Oliver Twist']"
3086,Malone,"['The 5th Quarter', 'Pokémon 3: The Movie', '8 Heads in a Duffel Bag', 'The Ice Pirates', 'Captive', 'Into the Grizzly Maze']"
3087,Peaceful Warrior,"['Catch-22', 'Trade', 'The Andromeda Strain', 'Molière', 'The Children of Huang Shi', 'Capricorn One']"
3088,Bucky Larson: Born to Be a Star,"['How She Move', 'Phat Girlz', 'Teen Wolf Too', 'Megaforce', 'Stan Helsing', 'The Cookout']"
3089,Bamboozled,"['Get on the Bus', 'Crooklyn', 'The Original Kings of Comedy', 'Summer of Sam', 'School Daze', 'Do the Right Thing']"
3090,The Forest,"['Silent House', 'Friday the 13th: A New Beginning', 'The Three Stooges', 'Paul Blart: Mall Cop', 'Seed of Chucky', 'The Darkest Hour']"
3091,Sphinx,"['Shalako', 'The Young Messiah', 'Sheena', 'Texas Rangers', 'Asterix at the Olympic Games', ""Can't Stop the Music""]"
3092,While We're Young,"['Dream House', 'Fair Game', 'I Heart Huckabees', 'Funny Games', 'The International', 'Allegiant']"
3093,A Better Life,"['Caramel', 'Soul Kitchen', ""Dave Chappelle's Block Party"", 'The Dangerous Lives of Altar Boys', 'L.I.E.', 'Freeway']"
3094,Spider,"['Shortbus', 'Frozen River', 'Sliding Doors', 'A Mighty Wind', 'Saved!', 'May']"
3095,Gun Shy,"['Krull', 'The Nut Job', 'After.Life', 'Chloe', 'The Bounty', 'Kinsey']"
3096,Nicholas Nickleby,"['Blood Ties', 'The Merchant of Venice', 'The Boondock Saints II: All Saints Day', 'Find Me Guilty', 'Life as a House', 'North Country']"
3097,The Iceman,"['Bronson', 'Adventureland', 'Burnt', 'If I Stay', 'Trouble with the Curve', 'The Spectacular Now']"
3098,Krrish,"['Fiza', 'The Fall of the Roman Empire', 'Sweet Charity', 'Major Dundee', '55 Days at Peking', 'Ramanujan']"
3099,Cecil B. DeMented,"['My Name Is Bruce', 'Muppets from Space', 'The Toxic Avenger', 'Lake Mungo', 'Solitary Man', 'Creepshow 2']"
3100,Killer Joe,"['Bernie', 'Frailty', 'U-571', 'How to Lose a Guy in 10 Days', 'The Lincoln Lawyer', ""Fool's Gold""]"
3101,The Joneses,"['Take Me Home Tonight', 'Tristram Shandy: A Cock and Bull Story', 'A Lonely Place to Die', 'Good Kill', 'Keanu', 'Bad Words']"
3102,Owning Mahowny,"['Next Stop Wonderland', 'The Savages', 'Along Came Polly', 'A Most Wanted Man', 'Happiness', 'Synecdoche, New York']"
3103,The Brothers Solomon,"['Into the Grizzly Maze', ""Isn't She Great"", 'Keeping Up with the Steins', '8 Heads in a Duffel Bag', 'Captive', 'Salvation Boulevard']"
3104,My Blueberry Nights,"['Centurion', 'The Midnight Meat Train', 'Hit and Run', 'Before I Go to Sleep', 'Wish I Was Here', 'Eden Lake']"
3105,Illuminata,"['The City of Your Final Destination', ""Mozart's Sister"", 'The Statement', 'City of Ghosts', 'Valley of the Wolves: Iraq', 'Sugar Hill']"
3106,Swept Away,"['Soul Survivors', 'The Haunting of Molly Hartley', 'Universal Soldier: The Return', 'Zoom', 'Thomas and the Magic Railroad', 'Dance Flick']"
3107,"War, Inc.","['200 Cigarettes', 'The To Do List', 'The Blue Lagoon', 'Ice Princess', 'Poultrygeist: Night of the Chicken Dead', ""St. Trinian's""]"
3108,Shaolin Soccer,"['Day of the Dead', 'Day of the Dead', 'Hellraiser', 'Rabbit Hole', 'Bubba Ho-Tep', 'Notes on a Scandal']"
3109,The Brown Bunny,"['A Nightmare on Elm Street 5: The Dream Child', 'Alpha and Omega', 'Bait', 'Escape from Tomorrow', 'Aliens in the Attic', 'Boys and Girls']"
3110,The Swindle,"['Only the Strong', 'The Heart of Me', 'The Brothers McMullen', 'Cotton Comes to Harlem', 'Just Looking', 'The Flower of Evil']"
3111,Rosewater,"['Kissing Jessica Stein', 'Wonderland', 'Auto Focus', 'Life During Wartime', 'An Ideal Husband', 'Mirrormask']"
3112,The Chambermaid on the Titanic,"['Trapeze', 'Tracker', 'Hidden Away', 'The Work and the Glory II: American Zion', 'Fighting Tommy Riley', 'Shooting Fish']"
3113,Coriolanus,"['Machine Gun Preacher', 'Chasing Mavericks', 'The Bounty Hunter', 'Gods of Egypt', ""Nim's Island"", 'Playing for Keeps']"
3114,Imaginary Heroes,"['Loose Cannons', 'Coming Home', 'Trash', 'Pat Garrett & Billy the Kid', 'Exiled', 'The Return of the Pink Panther']"
3115,High Heels and Low Lifes,"['Grand Theft Parsons', 'The Big Tease', 'Dead Like Me: Life After Death', 'Safe Men', 'Desert Blue', 'Griff the Invisible']"
3116,World's Greatest Dad,"['Death to Smoochy', 'House of D', 'Jakob the Liar', 'The Night Listener', 'Old Dogs', 'License to Wed']"
3117,Severance,"['The Howling', 'Cyrus', 'The House of the Devil', ""Nick and Norah's Infinite Playlist"", '[Rec] 2', 'Cedar Rapids']"
3118,Edmond,"['Cecil B. DeMented', 'My Name Is Bruce', 'Tadpole', 'Muppets from Space', 'Creepshow 2', 'The Goods: Live Hard, Sell Hard']"
3119,Welcome to the Rileys,"[""The Emperor's Club"", 'Latter Days', ""Hang 'Em High"", 'Red Riding: In the Year of Our Lord 1974', 'All the Real Girls', 'Four Rooms']"
3120,Police Academy: Mission to Moscow,"[""Doc Holliday's Revenge"", 'Farce of the Penguins', 'Daddy Day Camp', 'An Alan Smithee Film: Burn Hollywood Burn', 'Witless Protection', 'The Country Bears']"
3121,Blood Done Sign My Name,"['The Molly Maguires', 'Bobby Jones: Stroke of Genius', 'Courage', 'Harper', 'Remember Me, My Love', 'To Save a Life']"
3122,Elsa & Fred,"['The Mighty Macs', 'Subway', 'The Brass Teapot', 'Brooklyn Rules', 'The Greatest', 'Roar']"
3123,An Alan Smithee Film: Burn Hollywood Burn,"['Teen Wolf Too', 'Stan Helsing', 'How She Move', '3 Strikes', 'The Lion of Judah', 'Witless Protection']"
3124,The Open Road,"['Masked and Anonymous', 'The Muse', 'Stick It', 'The Mirror Has Two Faces', 'Seventh Son', ""Surf's Up""]"
3125,The Good Guy,"['Faithful', 'Don McKay', 'The Ice Pirates', 'Sleep Dealer', 'Hits', 'Slow Burn']"
3126,Motherhood,"['Exeter', 'American Ninja 2: The Confrontation', 'Decoys', 'The Wash', 'The Tooth Fairy', 'The Barbarians']"
3127,Strangerland,"['Against the Ropes', 'Sublime', 'The Tempest', 'I Come with the Rain', 'I Hope They Serve Beer in Hell', 'Prophecy']"
3128,The Janky Promoters,"['The Californians', 'Excessive Force', 'Re-Kill', ""No Man's Land: The Rise of Reeker"", 'Held Up', 'The Marine 4: Moving Target']"
3129,Blonde Ambition,"[""The Devil's Tomb"", 'The Cookout', ""King's Ransom"", 'I Got the Hook Up', 'The Wicked Lady', 'The Last Godfather']"
3130,The Oxford Murders,"['Anatomy', 'ATL', 'Northfork', 'Circumstance', 'Escape from the Planet of the Apes', 'The Extra Man']"
3131,The Reef,"['Conquest of the Planet of the Apes', 'A Woman, a Gun and a Noodle Shop', 'The Cottage', 'Pathology', 'Undisputed', 'Mr. Nice Guy']"
3132,Eulogy,"['Good Dick', 'Winter Passing', 'Loaded Weapon 1', 'The Beastmaster', 'Out Cold', 'Stolen Summer']"
3133,White Noise 2: The Light,"['Invaders from Mars', 'Prophecy', 'Skin Trade', 'Battle for the Planet of the Apes', 'Memoirs of an Invisible Man', 'Girl House']"
3134,Fifty Dead Men Walking,"[""Felicia's Journey"", 'Last Orders', 'Bon voyage', 'The Perfect Game', 'The Warlords', ""Won't Back Down""]"
3135,Adam Resurrected,"['The Yellow Handkerchief', 'The Slaughter Rule', 'Anywhere But Here', 'In the Land of Women', 'Adore', 'A Home at the End of the World']"
3136,Of Horses and Men,"['CJ7', 'London to Brighton', 'The Princess and the Cobbler', 'Welcome to Collinwood', 'The Life Before Her Eyes', 'The Quiet']"
3137,It's a Wonderful Afterlife,"['The Adventurer: The Curse of the Midas Box', 'Creative Control', 'The Clan of the Cave Bear', 'Thr3e', 'George and the Dragon', 'Listening']"
3138,The Devil's Tomb,"['Stan Helsing', 'Blonde Ambition', 'The Cookout', 'I Got the Hook Up', 'On the Line', '3 Strikes']"
3139,Partition,"['Courage', 'Bon Cop Bad Cop', 'Reign of Assassins', 'The Molly Maguires', 'Harper', 'To Save a Life']"
3140,"The Good, the Bad, the Weird","['City of Life and Death', 'Manderlay', 'Race', ""Barney's Version"", 'The House of Mirth', 'Little White Lies']"
3141,Nurse 3D,"['Space Chimps', 'The Apparition', 'Stung', 'The Canyons', 'DOA: Dead or Alive', 'An American Carol']"
3142,Gunless,"['Nothing', 'Madison', 'Machine Gun McCain', 'Bran Nue Dae', 'Animals', 'Love Me Tender']"
3143,Adventureland,"['Dazed and Confused', 'If I Stay', 'The Iceman', 'Elizabeth: The Golden Age', 'Pandorum', 'The Iron Giant']"
3144,The Lost City,"['Sunshine State', 'Amen.', 'The Robe', 'As It Is in Heaven', 'UHF', 'The White Countess']"
3145,Next Friday,"['Eye for an Eye', 'Mickey Blue Eyes', 'The Shadow', 'Barbershop 2: Back in Business', 'The Big Hit', 'Employee of the Month']"
3146,American Heist,"['I Am Wrath', 'Walter', 'Always Woodstock', 'Demonic', 'Lisa Picard Is Famous', 'Sparkler']"
3147,You Only Live Twice,"['Diamonds Are Forever', 'Ever After: A Cinderella Story', 'The Spy Who Loved Me', 'Secretariat', 'Derailed', 'Walk Hard: The Dewey Cox Story']"
3148,Plastic,"['Gentlemen Broncos', 'The Greatest Movie Ever Sold', 'Swelter', 'The Brave Little Toaster', 'American Heist', ""The Legend of Hell's Gate: An American Conspiracy""]"
3149,Amour,"['Nebraska', 'The Book Thief', 'We Need to Talk About Kevin', 'A Separation', 'The Secret in Their Eyes', 'Brooklyn']"
3150,Poltergeist III,"['Half Past Dead', 'New York Minute', ""My Boss's Daughter"", 'Vampire in Brooklyn', 'Monkeybone', 'Soul Plane']"
3151,Re-Kill,"['Excessive Force', 'Held Up', 'The Marine 4: Moving Target', ""No Man's Land: The Rise of Reeker"", 'The Janky Promoters', 'Modern Problems']"
3152,"It's a Mad, Mad, Mad, Mad World","['The Last Emperor', 'Fiddler on the Roof', 'Wyatt Earp', 'Veer-Zaara', 'The Right Stuff', 'Doctor Zhivago']"
3153,Volver,"['The Kite Runner', 'Control', 'The Straight Story', 'McFarland, USA', '2046', 'A Very Long Engagement']"
3154,Heavy Metal,"['Tarnation', 'Niagara', 'Rize', 'The Beast from 20,000 Fathoms', 'Serial Mom', 'Three to Tango']"
3155,Gentlemen Broncos,"['The Greatest Movie Ever Sold', 'Plastic', 'Swelter', 'Bad Moms', ""Legends of Oz: Dorothy's Return"", 'The Brave Little Toaster']"
3156,Richard III,"['Fur: An Imaginary Portrait of Diane Arbus', 'Home for the Holidays', 'Charlie Bartlett', 'Lucky You', 'The Soloist', 'Wonder Boys']"
3157,Into the Grizzly Maze,"['8 Heads in a Duffel Bag', 'Salvation Boulevard', 'Captive', 'The Brothers Solomon', 'Malone', 'The Hit List']"
3158,Kites,"[""Legends of Oz: Dorothy's Return"", 'Obitaemyy ostrov', 'Khiladi 786', 'The Lovers', 'The Lovers', 'Born of War']"
3159,Melancholia,"['The Man from U.N.C.L.E.', 'Snowpiercer', 'Seven Psychopaths', 'Southpaw', 'The Place Beyond the Pines', ""The World's End""]"
3160,Red Dog,"['Point Blank', 'Adam', 'George Washington', 'Shotgun Stories', 'Winter in Wartime', 'The Wackness']"
3161,Jab Tak Hai Jaan,"['Tora! Tora! Tora!', 'A Bridge Too Far', 'The Baader Meinhof Complex', 'The Postman', 'Tae Guk Gi: The Brotherhood of War', 'The Wild Bunch']"
3162,Alien,"['Black Hawk Down', 'Robin Hood', 'The Counselor', 'Gladiator', 'Prometheus', 'A Good Year']"
3163,The Texas Chain Saw Massacre,"['The Texas Chain Saw Massacre', 'Airplane!', 'South Park: Bigger Longer & Uncut', 'An Inconvenient Truth', 'Office Space', 'Final Destination']"
3164,The Runaways,"['Self/less', ""Winter's Tale"", 'Joy Ride', 'My Blueberry Nights', 'Centurion', 'The Losers']"
3165,Fiddler on the Roof,"['Patton', 'The Longest Day', 'A Bridge Too Far', 'The Right Stuff', 'The Baader Meinhof Complex', 'Rang De Basanti']"
3166,Thunderball,"['Conan the Barbarian', 'Conan the Barbarian', 'For Your Eyes Only', 'The Spy Who Loved Me', 'The Pledge', 'Finding Forrester']"
3167,Detention,"['Gossip', 'Knockaround Guys', 'Survivor', 'Jane Got a Gun', 'The Last Five Years', 'The Last Legion']"
3168,Loose Cannons,"['Coming Home', 'Imaginary Heroes', 'Pat Garrett & Billy the Kid', 'Trash', 'Exiled', 'The Return of the Pink Panther']"
3169,Set It Off,"['Selena', 'Mystery, Alaska', 'Black or White', 'Dark Blue', 'One Night with the King', 'Easy Money']"
3170,The Best Man,"['Soul Food', 'When the Game Stands Tall', 'Baby Boy', 'Family Plot', 'The Last Dragon', 'Tea with Mussolini']"
3171,Child's Play,"['A Nightmare on Elm Street 3: Dream Warriors', ""Mr. Bean's Holiday"", ""Nick and Norah's Infinite Playlist"", 'Johnny English', 'Saw VI', 'Jackass: The Movie']"
3172,Sicko,"['I Am Sam', 'Amores Perros', 'The Constant Gardener', 'The Last King of Scotland', 'Some Like It Hot', 'High Fidelity']"
3173,The Purge: Anarchy,"['Jack Ryan: Shadow Recruit', 'The American', 'Paddington', 'ParaNorman', 'Goosebumps', 'Goosebumps']"
3174,Down to You,"['Deck the Halls', 'New York Minute', 'Crocodile Dundee in Los Angeles', 'Good Boy!', 'Boat Trip', 'Alpha and Omega']"
3175,Harold & Kumar Go to White Castle,"['Hellraiser', 'Spaceballs', 'Day of the Dead', 'Day of the Dead', 'Tremors', 'Notes on a Scandal']"
3176,The Contender,"['The Fisher King', 'Arlington Road', 'Crazy Heart', 'The Little Prince', 'The Mirror Has Two Faces', 'Stick It']"
3177,Boiler Room,"['The Man with the Golden Gun', 'Escape from Alcatraz', 'Where the Heart Is', 'Lords of Dogtown', 'The Rules of Attraction', 'Elizabeth: The Golden Age']"
3178,Trading Places,"['Holes', 'My Cousin Vinny', 'Four Weddings and a Funeral', 'Boyz n the Hood', 'The Karate Kid', 'The Karate Kid']"
3179,Black Christmas,"['The Darkest Hour', 'Hot Pursuit', 'The Boy Next Door', 'Valentine', 'The Hills Have Eyes II', 'The Roommate']"
3180,Breakin' All the Rules,"['When the Lights Went Out', 'Nine Dead', 'The FP', 'Double Take', 'After', 'The Oh in Ohio']"
3181,Henry V,"['The Train', 'As It Is in Heaven', 'Maurice', 'UHF', 'Elmer Gantry', ""The Nun's Story""]"
3182,The Savages,"['Owning Mahowny', 'A Most Wanted Man', 'Synecdoche, New York', 'Next Stop Wonderland', 'Happiness', 'Capote']"
3183,Chasing Papi,"['Whipped', 'The Jerky Boys', 'Hansel & Gretel Get Baked', ""My Baby's Daddy"", 'The Virginity Hit', 'The Tooth Fairy']"
3184,The Way of the Gun,"['Return to Me', 'Bully', 'I Am Love', 'The Spanish Prisoner', 'Pollock', 'Monsoon Wedding']"
3185,Igby Goes Down,"['The Cooler', 'The Quiet American', 'Ravenous', 'Tsotsi', 'Run, Fatboy, Run', 'The Thirteenth Floor']"
3186,PCU,"['Dead Like Me: Life After Death', 'Loving Annabelle', 'The Big Tease', 'High Heels and Low Lifes', 'I Want Someone to Eat Cheese With', 'Finishing the Game: The Search for a New Bruce Lee']"
3187,The Ultimate Gift,"['Twin Falls Idaho', ""Mao's Last Dancer"", 'The Cure', 'The Black Stallion', 'Beyond the Mat', 'Mondays in the Sun']"
3188,The Ice Pirates,"['Pokémon 3: The Movie', 'Stone Cold', 'Sleep Dealer', 'Malone', 'The Good Guy', 'The Last Shot']"
3189,Gracie,"['The Cottage', 'Nothing', 'The Quiet', 'In Too Deep', 'The Life Before Her Eyes', 'The Cry of the Owl']"
3190,Trust the Man,"['There Be Dragons', 'The Ghastly Love of Johnny X', 'Just Wright', 'The Promise', 'White Noise 2: The Light', 'Memoirs of an Invisible Man']"
3191,Hamlet 2,"['We Are Your Friends', 'Solitary Man', 'Cat People', ""But I'm a Cheerleader"", 'O', 'Redacted']"
3192,Velvet Goldmine,"['Little Women', 'Rescue Dawn', ""Captain Corelli's Mandolin"", ""I'm Not There."", 'The Flowers of War', 'Shaft']"
3193,The Wailing,"['Lage Raho Munna Bhai', 'Oliver!', '1776', 'Lion of the Desert', 'Nowhere in Africa', 'Tora! Tora! Tora!']"
3194,Glee: The 3D Concert Movie,"['Slackers', 'Stealing Harvard', 'Screwed', 'Miss March', ""Max Keeble's Big Move"", 'Closure']"
3195,The Legend of Suriyothai,"['Gods and Generals', 'Arn: The Knight Templar', 'Gettysburg', 'Cleopatra', 'Blood In, Blood Out', 'The Last Emperor']"
3196,Two Evil Eyes,"['The Statement', 'The City of Your Final Destination', 'Illuminata', 'Valley of the Wolves: Iraq', 'Duets', ""Mozart's Sister""]"
3197,All or Nothing,"['Ajami', 'Character', 'The Greatest Game Ever Played', 'Aimee & Jaguar', 'The Misfits', ""Mao's Last Dancer""]"
3198,Princess Kaiulani,"['Machine Gun McCain', 'The Cry of the Owl', 'August', 'Desert Dancer', 'Madison', 'Three Kingdoms: Resurrection of the Dragon']"
3199,Opal Dream,"['DysFunktional Family', 'Hurricane Streets', 'Interview with the Assassin', 'Everything Put Together', 'Broken Vessels', 'Walking and Talking']"
3200,Heist,"['Heist', ""We're No Angels"", 'The Bridge of San Luis Rey', 'The Fan', 'Godsend', 'Stone']"
3201,Flame and Citron,"[""Pooh's Heffalump Movie"", 'Tadpole', 'Alone with Her', 'Taxi to the Dark Side', 'The Dark Hours', 'Baghead']"
3202,Undiscovered,"['Black Nativity', 'Underclassman', 'The Veil', 'Extreme Ops', 'Out of the Dark', 'Detention of the Dead']"
3203,Red Riding: In the Year of Our Lord 1974,"['The Long Riders', 'Driving Lessons', 'A Walk on the Moon', 'A Better Life', 'Freeheld', 'Exotica']"
3204,The Girl on the Train,"['Snow Flower and the Secret Fan', 'Futuro Beach', 'Circumstance', 'Three Kingdoms: Resurrection of the Dragon', 'A Perfect Plan', 'Lucky Break']"
3205,Veronika Decides to Die,"['The Brass Teapot', 'Living Out Loud', 'The Mighty Macs', 'Elsa & Fred', 'Lucky Break', '10th & Wolf']"
3206,Crocodile Dundee,"['Beverly Hills Cop II', 'Ace Ventura: When Nature Calls', 'The Santa Clause', 'Ride Along', 'Two Weeks Notice', 'Freaky Friday']"
3207,"Ultramarines: A Warhammer 40,000 Movie","['November', ""Teacher's Pet"", 'The Adventures of Elmo in Grouchland', 'Closure', 'Hey Arnold! The Movie', 'Screwed']"
3208,The I Inside,"['Love Me Tender', ""A Turtle's Tale: Sammy's Adventures"", 'Bran Nue Dae', 'Nothing', 'Animals', 'In Too Deep']"
3209,Beneath Hill 60,"['The Molly Maguires', 'To Save a Life', 'Harper', 'Mississippi Mermaid', 'The Color of Freedom', 'Bobby Jones: Stroke of Genius']"
3210,Polisse,"['Creepshow', 'Creepshow', 'The Greatest Game Ever Played', 'Frenzy', 'Pollock', 'The Namesake']"
3211,Awake,"['Lights Out', 'That Awkward Moment', 'Hot Rod', 'The Loved Ones', 'Cry_Wolf', 'Bad Words']"
3212,Skin Trade,"['Girl House', 'Invaders from Mars', 'Battle for the Planet of the Apes', 'Truth or Die', 'White Noise 2: The Light', 'Prophecy']"
3213,The Lost Boys,"['The Number 23', 'Phone Booth', 'The Client', 'Veronica Guerin', 'Batman Forever', 'Batman & Robin']"
3214,Crazy Heart,"['Arlington Road', 'The Contender', 'The Little Prince', 'The Fisher King', 'Seabiscuit', 'Seventh Son']"
3215,The Rose,"[""What's Love Got to Do with It"", 'Torn Curtain', 'Yentl', 'Ghosts of Mississippi', 'Mommie Dearest', 'The Boys from Brazil']"
3216,Baggage Claim,"['Action Jackson', 'Air Bud', 'The Ten', ""Max Keeble's Big Move"", 'The Glimmer Man', 'Here on Earth']"
3217,Barbarella,"['The Black Hole', 'Birthday Girl', 'Nancy Drew', 'Beneath the Planet of the Apes', 'Formula 51', 'Pathology']"
3218,Shipwrecked,"['Gabriela', 'Freeze Frame', 'Princess Kaiulani', 'Three Kingdoms: Resurrection of the Dragon', 'Madison', 'Machine Gun McCain']"
3219,Election,"['Escape from New York', 'Go', 'Whale Rider', 'Confessions of a Dangerous Mind', 'About a Boy', ""My Sister's Keeper""]"
3220,The Namesake,"['Vera Drake', 'The Wind That Shakes the Barley', 'Hustle & Flow', 'You Can Count on Me', 'Monsoon Wedding', 'The Ice Storm']"
3221,The DUFF,"['A Perfect Getaway', 'Takers', 'Beerfest', 'Murder by Numbers', 'Murder by Numbers', 'Zathura: A Space Adventure']"
3222,Glitter,"['Jaws: The Revenge', 'Baby Geniuses', 'Son of the Mask', 'Alien Uprising', 'Bats', 'Ballistic: Ecks vs. Sever']"
